YYYYMMDD	HSI_CLOSE
20120622	18995.13
20120625	18897.45
20120626	18981.84
20120627	19176.95
20120628	19025.27
20120629	19441.46
20120702	19441.46
20120703	19735.53
20120704	19709.75
20120705	19809.13
20120706	19800.64
20120709	19428.09
20120710	19396.36
20120711	19422.1
20120712	19025.11
20120713	19092.63
20120716	19121.34
20120717	19455.33
20120718	19239.88
20120719	19559.05
20120720	19640.8
20120723	19042.58
20120724	18903.2
20120725	18877.33
20120726	18892.79
20120727	19290.98
20120730	19585.4
20120731	19796.81
20120801	19820.38
20120802	19690.2
20120803	19666.18
20120806	19998.72
20120807	20072.55
20120808	20070.25
20120809	20269.47
20120810	20136.12
20120813	20081.36
20120814	20291.68
20120815	20052.29
20120816	19962.95
20120817	20116.07
20120820	20104.27
20120821	20100.09
20120822	19887.78
20120823	20132.24
20120824	19880.03
20120827	19798.67
20120828	19811.8
20120829	19788.51
20120830	19552.91
20120831	19482.57
20120903	19559.21
20120904	19429.91
20120905	19145.07
20120906	19209.3
20120907	19802.16
20120910	19827.17
20120911	19857.88
20120912	20075.39
20120913	20047.63
20120914	20629.78
20120917	20658.11
20120918	20601.93
20120919	20841.91
20120920	20590.92
20120921	20734.94
20120924	20694.7
20120925	20698.68
20120926	20527.73
20120927	20762.29
20120928	20840.38
20121001	20840.38
20121003	20888.28
20121004	20907.95
20121005	21012.38
20121008	20824.56
20121009	20937.28
20121010	20919.6
20121011	20999.05
20121012	21136.43
20121015	21148.25
20121016	21207.07
20121017	21416.64
20121018	21518.71
20121019	21551.76
20121022	21697.55
20121024	21763.78
20121025	21810.23
20121026	21545.57
20121029	21511.05
20121030	21428.58
20121031	21641.82
20121101	21821.87
20121102	22111.33
20121105	22006.4
20121106	21944.43
20121107	22099.85
20121108	21566.91
20121109	21384.38
20121112	21430.3
20121113	21188.65
20121114	21441.99
20121115	21108.93
20121116	21159.01
20121119	21262.06
20121120	21228.28
20121121	21524.36
20121122	21743.2
20121123	21913.98
20121126	21861.81
20121127	21844.03
20121128	21708.98
20121129	21922.89
20121130	22030.39
20121203	21767.85
20121204	21799.97
20121205	22270.91
20121206	22249.81
20121207	22191.17
20121210	22276.72
20121211	22323.94
20121212	22503.35
20121213	22445.58
20121214	22605.98
20121217	22513.61
20121218	22494.73
20121219	22623.37
20121220	22659.78
20121221	22506.29
20121224	22541.18
20121226	22541.18
20121227	22619.78
20121228	22666.59
20121231	22656.92
20130102	23311.98
20130103	23398.6
20130104	23331.09
20130107	23329.75
20130108	23111.19
20130109	23218.47
20130110	23354.31
20130111	23264.07
20130114	23413.26
20130115	23381.51
20130116	23356.99
20130117	23339.76
20130118	23601.78
20130121	23590.91
20130122	23658.99
20130123	23635.1
20130128	23671.88
20130131	23729.53
20130201	23721.84
20130204	23685.01
20130205	23148.53
20130206	23256.93
20130208	23215.16
20130211	23215.16
20130214	23413.25
20130218	23381.94
20130219	23143.91
20130222	22782.44
20130225	22820.08
20130226	22519.69
20130227	22577.01
20130301	22880.22
20130304	22537.81
20130305	22560.5
20130314	22619.18
20130315	22533.11
20130325	22251.15
20130326	22311.08
20130327	22464.82
20130328	22299.63
20130423	21806.61
20130426	22547.71
20130509	23211.48
20130510	23321.22
20130513	22989.81
20130514	22930.28
20130515	23044.24
20130520	23493.03
20130528	22924.25
20130529	22554.93
20130603	22282.19
20130604	22285.52
20130605	22069.24
20130611	21354.66
20130614	20969.14
20130624	19813.98
20130701	20803.29
20130709	20683.01
20130710	20904.56
20130716	21312.38
20130717	21371.87
20130718	21345.22
20130719	21362.42
20130725	21900.96
20130726	21968.95
20130805	22222.01
20130813	22541.13
20130822	21895.4
20130823	21863.51
20130912	22953.72
20130913	22915.28
20130916	23252.41
20130919	23502.51
20130920	23502.51
20130924	23179.04
20130925	23209.63
20131007	22973.95
20131028	22806.58
20131104	23189.62
20131119	23657.81
20131120	23700.86
20131121	23580.29
20131125	23684.45
20131210	23744.19
20131211	23338.24
20131220	22812.18
20131224	23179.55
20140116	22986.41
20140120	22928.95
20140121	23033.12
20140122	23082.25
20140207	21636.85
20140218	22587.72
20140219	22664.52
20140220	22394.08
20140227	22828.18
20140228	22836.96
20140304	22657.63
20140305	22579.78
20140306	22702.97
20140307	22660.49
20140310	22264.93
20140313	21756.08
20140314	21539.49
20140401	22448.54
20140402	22523.94
20140403	22565.08
20140404	22510.08
20140414	23038.8
20140417	22760.24
20140422	22730.68
20140429	22453.89
20140502	22260.67
20140505	21976.33
20140512	22261.61
20140513	22352.38
20140514	22582.77
20140515	22730.86
20140516	22712.91
20140520	22834.68
20140521	22836.52
20140526	22963.18
20140527	22944.3
20140528	23080.03
20140603	23291.04
20140612	23175.02
20140613	23319.17
20140616	23300.67
20140624	22880.64
20140625	22866.7
20140626	23197.83
20140627	23221.52
20140702	23549.62
20140703	23531.44
20140704	23546.36
20140708	23541.38
20140709	23176.07
20140722	23782.11
20140723	23971.87
20140724	24141.5
20140725	24216.01
20140902	24749.02
20140903	25317.95
20140924	23921.61
20140925	23768.13
20140930	22932.98
20141003	23064.56
20141013	23143.38
20141014	23047.97
20141015	23140.05
20141021	23088.58
20141022	23403.97
20141023	23333.18
20141024	23302.2
20141028	23520.36
20141029	23819.87
20141030	23638.1
20141031	23962.2
20141110	23744.7
20141111	23808.28
20141112	23938.18
20141117	23797.08
20141118	23529.17
20141119	23373.31
20141124	23893.14
20141125	23843.91
20141126	24111.98
20141204	23832.56
20141205	24002.64
20141211	23312.54
20141212	23249.2
20141216	22670.5
20141217	22585.84
20141218	22832.21
20141219	23116.63
20150102	23857.82
20150105	23721.32
20150106	23485.41
20150107	23681.26
20150108	23835.53
20150109	23919.95
20150112	24026.46
20150115	24350.91
20150116	24103.52
20150122	24522.63
20150123	24790.3
20150217	24784.88
20150218	24832.08
20150302	24887.44
20150309	24123.05
20150310	23896.98
20150311	23717.97
20150323	24494.51
20150331	24900.89
20150401	25082.75
20150402	25275.64
20150416	27739.7109
20150417	27653.1191
20150420	27036.5
20150430	28133
20150501	28133
20150504	28123.8203
20150507	27289.9707
20150508	27577.3398
20150511	27718.1992
20150512	27407.1797
20150521	27523.7207
20150522	27992.8301
20150526	28249.8594
20150527	28081.2109
20150528	27454.3106
20150616	26566.6992
20150617	26753.7891
20150707	24975.3105
20150708	23516.5605
20150709	24392.7891
20150710	24901.2793
20150714	25120.9102
20150721	25536.4297
20150722	25282.6191
20150730	24497.9805
20150731	24636.2793
20150807	24552.4707
20150820	22757.4707
20150821	22409.6191
20150824	21251.5703
20150825	21404.9609
20150826	21080.3906
20150902	20934.9395
20150908	21259.0391
20150909	22131.3105
20151002	21506.0898
20151013	22600.4609
20151014	22439.9102
20151015	22888.1699
20151019	23075.6094
20151026	23116.25
20151027	23142.7305
20151028	22956.5703
20151029	22819.9395
20151030	22640.0391
20151105	23051.0391
20151106	22867.3301
20151110	22401.6992
20151111	22352.1699
20151112	22888.9199
20151113	22396.1406
20151116	22010.8203
20151119	22500.2207
20151120	22754.7207
20151210	21704.6094
20151214	21309.8496
20151215	21274.3691
20151216	21701.2109
20151217	21872.0605
20151218	21755.5605
20151221	21791.6797
20151224	22138.1309
20151228	21919.6191
20151231	21914.4004
20160105	21188.7207
20160106	20980.8105
20160119	19635.8105
20160120	18886.3008
20160121	18542.1504
20160122	19080.5098
20160125	19340.1406
20160126	18860.8008
20160127	19052.4492
20160218	19363.0801
20160219	19285.5
20160222	19464.0898
20160707	20706.9199
20160708	20564.1699
20160714	21561.0605
20160715	21659.25
20160728	22174.3398
20160729	21891.3691
20160906	23787.6797
20160907	23741.8105
20161206	22675.1504
20170127	23360.7793
20170201	23318.3906
